time,D_loss_real,D_loss_fake,G_loss,epoch
1591718946.0366,0.327,1.325,19.165,4
1591718946.0884,0.295,0.291,14.989,4
1591718946.1293,0.303,0.286,24.24,4
1591718946.1752,0.286,0.32,21.124,4
1591718946.226,0.282,1.014,13.081,4
1591718946.2699,0.741,0.679,13.186,4
1591718946.3118,0.38,0.299,13.177,4
1591718946.3507,0.297,0.288,31.864,4
1591718946.3876,0.466,0.309,22.502,4
1591718946.4265,0.439,0.397,13.511,4
1591718946.4634,0.552,0.308,20.162,4
1591718946.5053,0.324,0.357,17.361,4
1591718946.5552,0.661,0.324,16.887,4
1591718946.5901,0.384,0.366,18.561,4
1591718946.637,0.333,0.287,20.395,4
1591718946.6749,0.293,0.304,21.006,4
1591718946.7098,0.362,0.282,15.634,4
1591718946.7457,0.313,0.315,11.783,4
1591718946.7836,0.297,0.321,21.276,4
1591718946.8205,0.292,0.295,14.18,4
1591718946.8584,0.282,0.329,12.985,4
1591718946.9003,0.309,0.311,20.257,4
1591718946.9411,0.3,0.303,16.252,4
1591718947.1775,0.302,0.313,13.06,5
1591718947.2263,0.342,0.29,32.892,5
1591718947.2832,0.295,0.292,12.407,5
1591718947.3231,0.302,0.285,14.613,5
1591718947.368,0.315,0.287,17.877,5
1591718947.4119,0.288,0.287,17.076,5
1591718947.4528,0.293,0.284,15.765,5
1591718947.4896,0.288,0.282,15.114,5
1591718947.5415,0.313,0.281,9.584,5
1591718947.5904,0.305,0.288,18.052,5
1591718947.6273,0.308,0.3,11.99,5
1591718947.6672,0.302,0.305,18.375,5
1591718947.7011,0.283,0.293,11.771,5
1591718947.737,0.333,0.285,17.312,5
1591718947.7739,0.302,0.379,14.805,5
1591718947.8088,0.294,0.944,11.248,5
1591718947.8427,0.319,0.283,15.341,5
1591718947.8876,0.323,0.294,10.093,5
1591718947.9255,0.286,0.291,14.897,5
1591718947.9684,0.288,0.354,20.094,5
1591718948.0123,0.299,0.285,17.705,5
1591718948.0611,0.292,0.288,22.434,5
1591718948.099,0.311,0.283,18.787,5
1591718948.1529,0.591,0.489,12.603,5
1591718948.2047,0.525,0.472,13.15,5
1591718948.2556,0.303,0.44,12.09,5
1591718948.2955,0.316,0.369,20.606,5
1591718948.3324,0.981,0.318,14.267,5
1591718948.3683,0.303,0.292,12.718,5
1591718948.4122,0.444,0.301,12.251,5
1591718948.459,0.287,0.284,16.024,5
1591718948.495,0.289,0.291,11.793,5
1591718948.5379,0.282,0.282,14.658,5
1591718948.5767,0.29,0.295,11.403,5
1591718948.6127,0.286,0.365,11.109,5
1591718948.6486,0.281,0.288,16.633,5
1591718948.6855,0.309,0.305,11.781,5
1591718948.7204,0.319,0.284,16.062,5
1591718948.7563,0.352,0.307,11.093,5
1591718948.7912,0.315,0.307,16.603,5
1591718948.8273,0.305,0.3,16.894,5
1591718948.8662,0.29,0.303,16.393,5
1591718948.904,0.316,0.296,20.135,5
1591718948.9489,0.343,0.326,16.9,5
1591718948.9848,0.337,0.301,22.93,5
1591718949.02,0.29,0.288,12.836,5
1591718949.0549,0.31,0.287,11.624,5
1591718949.0978,0.301,0.282,12.258,5
1591718949.1327,0.286,0.289,11.333,5
1591718949.1676,0.297,0.29,14.742,5
1591718949.2115,0.295,0.309,15.772,5
1591718949.2514,0.284,0.298,14.147,5
1591718949.2873,0.284,0.281,9.319,5
1591718949.3262,0.345,0.286,12.891,5
1591718949.3631,0.293,0.293,11.872,5
1591718949.399,0.285,0.282,16.22,5
1591718949.4369,0.293,0.373,16.846,5
1591718949.4718,0.288,0.281,15.462,5
1591718949.5087,0.282,0.329,13.774,5
1591718949.5526,0.302,0.314,15.957,5
1591718949.5885,0.317,0.643,17.759,5
1591718949.6224,0.287,0.296,21.063,5
1591718949.6603,0.323,0.4,17.157,5
1591718949.6952,0.296,0.283,22.169,5
1591718949.7342,0.281,0.6,14.691,5
1591718949.7712,0.282,0.594,13.082,5
1591718949.8055,0.292,0.287,15.026,5
1591718949.8454,0.94,0.294,13.665,5
1591718949.8823,1.286,0.295,11.576,5
1591718949.9172,0.576,0.298,13.575,5
1591718949.9521,0.283,0.296,18.009,5
1591718949.997,0.281,0.29,16.875,5
1591718950.0319,0.281,0.304,14.215,5
1591718950.0668,0.281,0.292,18.291,5
1591718950.1047,0.289,0.292,11.873,5
1591718950.1386,0.283,0.292,18.062,5
1591718950.1745,0.286,0.297,12.377,5
1591718950.2094,0.281,0.29,13.35,5
1591718950.2444,0.283,0.283,16.976,5
1591718950.2862,0.284,0.282,16.063,5
1591718950.3212,0.295,0.289,26.274,5
1591718950.3601,0.291,0.284,16.542,5
1591718950.397,0.291,0.307,17.114,5
1591718950.4339,0.289,0.282,14.128,5
1591718950.4738,0.282,0.284,15.129,5
1591718950.5107,0.551,0.29,24.453,5
1591718950.5486,0.282,0.29,13.513,5
1591718950.5855,0.357,0.285,13.207,5
1591718950.6253,0.287,0.303,14.729,5
1591718950.6682,0.286,0.29,17.142,5
1591718950.7031,0.283,0.288,10.041,5
1591718950.739,0.308,0.313,15.023,5
1591718950.7789,0.287,0.282,14.61,5
1591718950.8158,0.305,0.347,23.254,5
1591718950.8587,0.286,0.389,13.914,5
1591718950.9036,0.282,0.293,21.354,5
1591718950.9434,1.19,0.293,21.461,5
1591718950.9883,0.284,0.315,22.583,5
1591718951.0333,0.284,0.317,18.153,5
1591718951.0772,0.283,0.341,17.785,5
1591718951.1141,0.282,0.688,11.177,5
1591718951.1511,0.321,0.427,16.211,5
1591718951.1883,0.28,0.286,14.815,5
1591718951.2232,0.306,0.292,12.478,5
1591718951.2611,0.288,0.289,13.91,5
1591718951.302,0.283,0.387,13.792,5
1591718951.3439,0.29,0.589,13.801,5
1591718951.3868,0.284,0.661,18.393,5
1591718951.4217,0.411,0.296,11.155,5
1591718951.4566,0.293,0.34,16.776,5
1591718951.4995,0.281,0.333,16.218,5
1591718951.5344,0.519,0.335,16.197,5
1591718951.5753,0.284,0.325,16.745,5
1591718951.6132,1.136,0.314,20.213,5
1591718951.6561,0.582,0.313,17.16,5
1591718951.6999,0.28,0.317,19.141,5
1591718951.7438,0.283,0.293,22.998,5
1591718951.7817,0.285,0.285,12.488,5
1591718951.8186,0.292,0.283,13.352,5
1591718951.8635,0.304,0.281,12.07,5
1591718951.9004,0.293,0.287,11.59,5
1591718951.9453,0.285,0.284,13.46,5
1591718951.9902,0.295,0.282,12.225,5
1591718952.0261,0.283,0.289,12.077,5
1591718952.065,0.285,0.284,24.073,5
1591718952.1028,0.301,0.286,17.727,5
1591718952.1388,0.291,0.289,29.764,5
1591718952.1737,0.311,0.287,11.855,5
1591718952.2176,0.281,0.296,13.381,5
1591718952.2585,0.29,0.295,16.756,5
1591718952.2944,0.304,0.292,19.065,5
1591718952.3383,0.316,0.282,11.364,5
1591718952.3751,0.299,0.287,14.484,5
1591718952.422,0.307,0.284,10.936,5
1591718952.4798,0.281,0.291,13.726,5
1591718952.5307,0.288,0.281,12.243,5
1591718952.5776,0.293,0.283,11.513,5
1591718952.6304,0.423,0.286,13.027,5
1591718952.6684,0.292,0.294,13.665,5
1591718952.7053,0.287,0.282,10.498,5
1591718952.7442,0.283,0.284,11.752,5
1591718952.785,0.28,0.464,14.324,5
1591718952.8239,0.285,1.183,11.404,5
1591718952.8618,0.281,0.406,12.117,5
1591718952.8997,0.324,0.778,21.593,5
1591718952.9376,0.291,0.283,12.931,5
1591718952.9735,0.282,0.352,11.9,5
1591718953.0144,0.303,0.513,16.847,5
1591718953.0553,0.31,0.311,10.649,5
1591718953.0982,0.351,0.831,12.519,5
1591718953.1331,0.733,0.298,19.159,5
1591718953.175,0.664,0.284,15.094,5
1591718953.2229,1.27,0.294,14.11,5
1591718953.2648,0.951,0.344,18.31,5
1591718953.3017,0.572,0.325,18.026,5
1591718953.3545,0.304,0.33,16.898,5
1591718953.3984,0.296,0.307,12.195,5
1591718953.4403,0.465,0.305,15.318,5
1591718953.4881,0.298,0.296,16.112,5
1591718953.5281,0.301,0.289,12.209,5
1591718953.5699,0.296,0.298,15.431,5
1591718953.6148,0.299,0.288,12.962,5
1591718953.6537,0.3,0.286,15.217,5
1591718953.6916,0.307,0.287,14.911,5
1591718953.7355,0.303,0.283,12.943,5
1591718953.7704,0.306,0.287,9.281,5
1591718953.8063,0.318,0.287,21.201,5
1591718953.8452,0.32,0.283,14.098,5
1591718953.8871,0.363,0.295,13.609,5
1591718953.924,0.329,0.287,15.615,5
1591718953.9609,0.354,0.305,22.02,5
1591718953.9958,0.303,0.294,11.865,5
1591718954.0347,0.296,0.366,22.385,5
1591718954.0706,0.313,0.286,18.301,5
1591718954.1155,0.339,0.285,18.366,5
1591718954.1614,0.322,0.503,16.182,5
1591718954.2053,0.338,0.769,9.26,5
1591718954.2422,0.324,0.297,9.409,5
1591718954.281,0.293,0.399,12.329,5
1591718954.3209,0.307,0.581,11.154,5
1591718954.3648,0.325,0.427,14.331,5
1591718954.4067,0.281,0.302,13.903,5
1591718954.4555,0.282,0.326,14.909,5
1591718954.4965,0.293,0.382,15.51,5
1591718954.5383,0.28,0.338,19.773,5
1591718954.5852,0.782,0.358,12.334,5
1591718954.6281,0.462,0.367,14.963,5
1591718954.664,0.404,0.351,15.372,5
1591718954.7029,0.694,0.334,12.837,5
1591718954.7398,0.316,0.33,17.152,5
1591718954.7757,0.301,0.317,14.457,5
1591718954.8165,0.329,0.304,14.85,5
1591718954.8515,0.303,0.311,12.209,5
1591718954.8913,0.282,0.291,13.957,5
1591718954.9362,0.282,0.287,21.867,5
1591718954.9751,0.283,0.288,10.049,5
1591718955.01,0.292,0.314,13.319,5
1591718955.0459,0.301,0.391,17.125,5
1591718955.0808,0.296,0.344,14.729,5
1591718955.1153,0.334,0.285,15.805,5
1591718955.1602,0.335,0.509,13.696,5
1591718955.1941,0.296,0.287,11.979,5
1591718955.231,0.316,0.864,13.3,5
1591718955.2699,0.299,0.628,10.461,5
1591718955.3078,0.281,0.643,18.016,5
1591718955.3497,0.295,0.824,11.295,5
1591718955.3906,0.316,0.507,20.442,5
1591718955.4275,0.955,0.303,14.408,5
1591718955.4704,1.024,0.289,15.144,5
1591718955.5122,0.743,0.299,12.011,5
1591718955.5501,0.956,0.321,15.84,5
1591718955.587,0.328,0.302,15.062,5
1591718955.6268,0.35,0.291,11.82,5
1591718955.6617,0.32,0.908,14.92,5
1591718955.6966,0.311,0.339,14.407,5
1591718955.7374,0.312,0.385,31.572,5
1591718955.7774,0.372,0.285,20.826,5
1591718955.8172,0.284,0.333,15.788,5
1591718955.8532,0.307,0.451,18.77,5
1591718955.893,0.296,0.305,13.82,5
1591718955.9329,1.255,0.997,18.56,5
1591718955.9738,0.369,0.294,11.376,5
1591718956.0127,0.346,0.282,13.188,5
1591718956.0476,0.295,0.289,23.963,5
1591718956.0865,0.307,0.292,19.168,5
1591718956.1324,0.398,0.415,11.146,5
1591718956.1693,0.286,0.288,19.428,5
1591718956.2162,0.285,0.296,14.995,5
1591718956.2561,0.296,0.371,14.497,5
1591718956.2909,0.386,0.304,12.045,5
1591718956.3279,0.367,0.308,14.053,5
1591718956.3698,0.335,0.293,15.315,5
1591718956.4067,0.294,0.285,14.474,5
1591718956.4446,0.296,0.295,14.18,5
1591718956.4904,0.335,0.347,22.879,5
1591718956.5343,0.322,0.285,11.574,5
1591718956.5732,0.305,0.299,22.59,5
1591718956.6151,0.292,0.285,12.884,5
1591718956.6599,0.3,0.282,10.738,5
1591718956.7148,0.316,0.334,19.43,5
1591718956.7717,0.314,0.299,12.555,5
1591718956.8145,0.292,0.346,13.421,5
1591718956.8615,0.316,0.755,9.868,5
1591718956.8994,0.318,0.519,14.03,5
1591718956.9412,0.298,0.299,13.198,5
1591718956.9801,0.291,0.307,16.329,5
1591718957.017,0.281,0.297,10.579,5
1591718957.0559,0.387,0.296,15.937,5
1591718957.0938,0.295,0.291,20.552,5
1591718957.1288,0.281,0.296,19.644,5
1591718957.1662,0.324,0.293,14.707,5
1591718957.2031,0.286,0.29,14.449,5
1591718957.246,0.4,0.286,21.615,5
1591718957.2889,0.405,0.291,15.277,5
1591718957.3308,0.29,0.282,14.066,5
1591718957.3726,0.288,0.283,10.154,5
1591718957.4125,0.284,0.284,22.547,5
1591718957.4584,0.326,0.283,16.276,5
1591718957.5053,0.289,0.286,11.055,5
1591718957.5462,0.382,0.283,20.585,5
1591718957.5891,0.304,0.286,13.808,5
1591718957.6299,0.327,0.285,17.689,5
1591718957.6708,0.321,0.282,20.652,5
1591718957.7067,0.316,0.286,16.155,5
1591718957.7427,0.321,0.284,13.096,5
1591718957.7796,0.478,0.283,12.771,5
1591718957.8165,0.309,0.295,15.884,5
1591718957.8554,0.338,0.286,17.748,5
1591718957.9023,0.34,0.282,16.111,5
1591718957.9481,0.291,0.281,11.617,5
1591718957.987,0.291,0.283,23.804,5
1591718958.0259,0.317,0.281,18.391,5
1591718958.0658,0.286,0.283,12.329,5
1591718958.1077,0.292,0.287,13.727,5
1591718958.1446,0.316,0.294,8.054,5
1591718958.1975,0.299,0.289,16.428,5
1591718958.2473,0.322,0.29,11.743,5
1591718958.2882,0.322,0.284,12.282,5
1591718958.3254,0.327,0.282,17.839,5
1591718958.3605,0.299,0.281,12.038,5
1591718958.3954,0.299,0.284,18.23,5
1591718958.4323,0.281,0.282,16.773,5
1591718958.4682,0.304,0.28,11.211,5
1591718958.504,0.288,0.282,11.039,5
1591718958.541,0.311,0.283,13.821,5
1591718958.5758,0.293,0.28,15.995,5
1591718958.6178,0.29,0.282,14.923,5
1591718958.6557,0.283,0.282,16.46,5
1591718958.6906,0.29,0.282,21.528,5
1591718958.7255,0.28,0.283,13.482,5
1591718958.7624,0.291,0.356,8.573,5
1591718958.7973,0.287,0.288,13.466,5
1591718958.8322,0.29,0.285,14.445,5
1591718958.8691,0.309,0.283,15.954,5
1591718958.905,0.281,0.292,13.038,5
1591718958.9459,0.282,0.309,13.681,5
1591718958.9828,0.281,0.299,13.49,5
1591718959.0177,0.28,0.299,13.781,5
1591718959.0536,0.28,0.282,26.946,5
1591718959.0955,0.281,0.3,24.324,5
1591718959.1314,0.41,0.292,11.205,5
1591718959.1673,0.294,0.282,30.715,5
1591718959.2092,0.287,0.282,10.769,5
1591718959.2451,0.282,0.326,13.838,5
1591718959.284,0.286,0.294,16.54,5
1591718959.3218,0.483,0.322,18.241,5
1591718959.3578,0.282,1.106,11.461,5
1591718959.3957,0.281,1.286,12.273,5
1591718959.4335,0.282,0.69,12.75,5
1591718959.4754,0.367,0.282,19.497,5
1591718959.5164,0.312,0.395,13.521,5
1591718959.5603,0.683,0.539,12.963,5
1591718959.5972,0.318,0.282,19.48,5
1591718959.6321,0.339,0.308,24.69,5
1591718959.6689,0.557,0.297,15.12,5
1591718959.7046,0.518,0.309,18.019,5
1591718959.7405,0.441,0.287,19.61,5
1591718959.7774,0.73,0.295,14.466,5
1591718959.8183,0.288,0.296,10.904,5
1591718959.8652,0.289,0.3,9.841,5
1591718959.9076,0.43,0.284,14.147,5
1591718959.9425,0.292,0.369,16.093,5
1591718959.9784,0.533,0.287,10.254,5
1591718960.0163,0.289,0.281,10.875,5
1591718960.0512,0.281,0.342,11.993,5
1591718960.0951,0.313,0.738,22.691,5
1591718960.1339,0.285,1.288,13.832,5
1591718960.1719,0.293,0.551,13.77,5
1591718960.2087,0.286,0.392,13.094,5
1591718960.2477,0.299,0.288,12.174,5
1591718960.2855,0.516,0.623,10.637,5
1591718960.3284,0.285,0.286,29.085,5
1591718960.3733,0.32,0.853,10.721,5
1591718960.4112,0.525,0.304,20.552,5
1591718960.4501,0.31,0.307,13.74,5
1591718960.495,0.547,0.302,14.34,5
1591718960.5389,0.302,0.3,22.357,5
1591718960.5788,0.353,0.31,11.808,5
1591718960.6177,0.282,0.34,18.702,5
1591718960.6536,1.169,0.399,14.871,5
1591718960.6885,0.439,0.307,10.176,5
1591718960.7244,0.374,0.312,11.825,5
1591718960.7583,0.353,0.284,13.26,5
1591718960.7982,0.283,0.385,11.044,5
1591718960.8351,0.364,0.951,15.391,5
1591718960.872,0.281,0.294,13.004,5
1591718960.9089,0.684,0.443,17.65,5
1591718960.9528,0.572,0.822,17.73,5
1591718961.0006,0.379,0.317,18.19,5
1591718961.0425,0.322,0.284,20.375,5
1591718961.0834,0.359,0.329,17.254,5
1591718961.1243,1.048,0.295,10.813,5
1591718961.1772,0.313,0.423,19.24,5
1591718961.2241,0.283,0.292,12.98,5
1591718961.263,0.302,0.304,15.529,5
1591718961.2979,0.282,0.304,15.658,5
1591718961.3398,0.3,1.564,14.617,5
1591718961.3747,0.289,0.284,15.163,5
1591718961.4106,0.329,0.283,15.448,5
1591718961.4485,0.903,0.533,12.697,5
1591718961.4874,0.308,0.29,13.833,5
1591718961.5322,0.287,0.286,11.756,5
1591718961.5711,0.382,0.547,11.38,5
1591718961.612,0.305,0.354,11.731,5
1591718961.6469,0.352,0.299,12.76,5
1591718961.6838,0.298,0.303,15.905,5
1591718961.7187,0.485,0.311,17.132,5
1591718961.7526,0.298,0.488,10.248,5
1591718961.7886,0.293,0.295,14.647,5
1591718961.8225,0.287,0.901,12.009,5
1591718961.8564,0.378,0.436,20.305,5
1591718961.8933,0.52,0.387,21.462,5
1591718961.9322,0.526,0.289,10.336,5
1591718961.9691,0.31,0.29,14.219,5
1591718962.01,0.473,0.291,16.473,5
1591718962.0548,0.407,0.284,14.056,5
1591718962.0937,0.314,0.708,12.664,5
1591718962.1396,0.522,0.288,11.245,5
1591718962.1785,0.284,0.328,11.408,5
1591718962.2204,0.289,0.298,21.935,5
1591718962.2673,0.389,0.598,18.497,5
1591718962.3082,0.312,0.283,20.515,5
1591718962.353,0.581,1.214,16.758,5
1591718962.4039,0.288,0.442,16.113,5
1591718962.4438,0.306,0.291,15.931,5
1591718962.4817,0.446,0.317,21.337,5
1591718962.5206,0.29,0.305,12.121,5
1591718962.5575,0.284,0.309,22.295,5
1591718962.5993,0.286,0.293,18.969,5
1591718962.6393,0.287,0.312,20.851,5
1591718962.6822,0.361,0.306,20.669,5
1591718962.7221,0.292,0.289,18.225,5
1591718962.76,0.282,0.293,16.086,5
1591718962.8008,0.421,0.293,16.01,5
1591718962.8368,0.582,0.283,13.886,5
