time,D_loss_real,D_loss_fake,G_loss,epoch
1591718864.5486,0.286,0.289,18.272,2
1591718864.5855,0.292,0.284,17.531,2
1591718864.6274,0.293,0.289,31.718,2
1591718864.6624,0.297,0.286,15.065,2
1591718864.7043,0.289,0.29,14.941,2
1591718864.7402,0.314,0.284,21.538,2
1591718864.7741,0.282,0.295,16.57,2
1591718864.808,0.312,0.286,18.233,2
1591718864.8449,0.287,0.285,23.6,2
1591718864.8808,0.309,0.286,17.911,2
1591718864.9217,0.3,0.285,16.684,2
1591718864.9576,0.305,0.283,21.553,2
1591718864.9925,0.282,0.287,15.085,2
1591718865.0264,0.302,0.341,26.503,2
1591718865.0683,0.286,0.283,21.029,2
1591718865.1132,0.293,0.281,22.609,2
1591718865.1571,0.307,0.308,22.096,2
1591718865.2,0.319,1.682,20.049,2
1591718865.2468,0.28,0.336,16.086,2
1591718865.2937,0.361,0.905,15.877,2
1591718865.3436,0.533,0.328,12.226,2
1591718865.3825,0.375,0.452,14.994,2
1591718865.4284,0.752,0.337,19.636,2
1591718865.4772,0.298,0.299,12.318,2
1591718865.5201,0.863,0.287,23.418,2
1591718865.557,0.303,0.294,21.552,2
1591718865.5959,0.289,0.284,15.572,2
1591718865.6328,0.746,0.305,26.641,2
1591718865.6747,0.283,1.144,10.321,2
1591718865.7126,0.283,0.318,12.371,2
1591718865.7515,0.282,0.284,37.157,2
1591718865.7884,0.388,0.455,11.797,2
1591718865.8273,0.712,0.296,16.098,2
1591718865.8642,0.293,0.285,20.105,2
1591718865.9011,0.535,0.291,21.778,2
1591718865.942,0.704,0.303,25.371,2
1591718865.9849,0.682,0.297,23.917,2
1591718866.0218,0.289,0.293,17.498,2
1591718866.0657,0.326,0.286,19.746,2
1591718866.1016,0.301,0.298,18.791,2
1591718866.1365,0.328,0.289,14.975,2
1591718866.1724,0.324,0.321,19.349,2
1591718866.2113,0.305,0.282,17.536,2
1591718866.2462,0.357,0.283,11.831,2
1591718866.285,0.36,0.373,14.0,2
1591718866.324,0.312,0.307,15.203,2
1591718866.3639,0.3,0.355,11.725,2
1591718866.4054,0.344,1.344,14.108,2
1591718866.4404,0.285,0.481,23.685,2
1591718866.4783,0.333,1.694,21.892,2
1591718866.5202,0.291,0.375,14.554,2
1591718866.5602,0.289,0.324,15.937,2
1591718866.5951,0.388,1.732,15.707,2
1591718866.631,0.492,1.013,16.978,2
1591718866.671,0.529,1.226,25.748,2
1591718866.7103,1.744,0.299,19.251,2
1591718866.7481,0.6,0.382,16.817,2
1591718866.783,1.761,0.349,14.206,2
1591718866.817,0.755,0.291,11.322,2
1591718866.8539,0.315,0.302,18.945,2
1591718866.8908,0.354,0.744,9.239,2
1591718866.9247,0.525,0.302,27.901,2
1591718866.9706,0.305,0.286,21.121,2
1591718867.0115,1.204,0.302,13.299,2
1591718867.0474,1.636,0.309,14.224,2
1591718867.0853,0.554,0.35,14.221,2
1591718867.12,0.297,1.26,12.909,2
1591718867.1549,0.284,2.835,10.19,2
1591718867.1914,0.332,0.673,18.111,2
1591718867.2313,0.301,0.901,17.899,2
1591718867.2672,0.29,0.81,14.573,2
1591718867.3061,0.289,0.976,9.676,2
1591718867.346,0.666,0.445,22.46,2
1591718867.3859,0.353,0.283,27.648,2
1591718867.4238,0.572,0.287,18.61,2
1591718867.4637,0.934,0.345,18.46,2
1591718867.4996,0.469,0.292,20.788,2
1591718867.5365,0.701,0.301,12.947,2
1591718867.5764,0.765,0.389,18.733,2
1591718867.6123,0.657,0.537,12.572,2
1591718867.6562,0.29,1.024,15.097,2
1591718867.6911,0.348,0.547,12.724,2
1591718867.728,0.309,0.45,14.994,2
1591718867.7639,0.358,0.391,16.776,2
1591718867.8008,0.304,0.968,9.326,2
1591718867.8357,0.329,0.873,19.63,2
1591718867.8746,0.455,0.296,17.872,2
1591718867.9085,0.423,0.411,14.603,2
1591718867.9465,0.867,0.514,8.748,2
1591718867.9823,0.651,0.318,16.396,2
1591718868.0172,0.371,0.408,21.852,2
1591718868.0581,0.392,0.559,11.3,2
1591718868.098,0.668,0.294,19.786,2
1591718868.1379,0.561,0.495,13.747,2
1591718868.1728,0.373,0.618,15.108,2
1591718868.2087,0.472,0.692,11.906,2
1591718868.2439,0.697,0.282,15.007,2
1591718868.2837,0.32,0.729,9.774,2
1591718868.3197,0.321,1.069,10.033,2
1591718868.3565,0.326,0.289,26.785,2
1591718868.3925,0.341,0.285,15.349,2
1591718868.4383,0.699,0.289,16.482,2
1591718868.4792,0.401,0.364,19.144,2
1591718868.5141,0.316,0.293,15.332,2
1591718868.553,0.322,0.46,17.824,2
1591718868.5949,0.333,0.394,12.405,2
1591718868.6302,0.357,0.39,15.133,2
1591718868.6671,0.318,0.285,24.455,2
1591718868.71,0.284,0.318,14.531,2
1591718868.7481,0.383,0.373,11.641,2
1591718868.787,0.504,0.294,10.981,2
1591718868.8279,0.282,0.288,19.562,2
1591718868.8638,0.284,0.291,9.592,2
1591718868.9007,0.363,0.447,11.799,2
1591718868.9386,0.283,0.31,20.918,2
1591718868.9735,0.286,0.369,15.878,2
1591718869.0114,0.293,0.316,18.21,2
1591718869.0473,0.34,0.33,17.324,2
1591718869.0882,0.286,0.355,28.644,2
1591718869.1305,0.318,0.389,11.399,2
1591718869.1684,0.385,0.307,16.003,2
1591718869.2058,0.346,0.294,26.069,2
1591718869.2427,0.791,0.29,21.227,2
1591718869.2796,0.287,0.325,21.95,2
1591718869.3204,0.342,0.356,13.72,2
1591718869.3564,0.294,0.293,21.278,2
1591718869.3972,0.297,0.344,15.122,2
1591718869.4392,0.289,0.409,34.398,2
1591718869.4771,0.294,0.343,15.813,2
1591718869.5139,0.312,0.29,18.413,2
1591718869.5488,0.281,0.37,11.726,2
1591718869.5858,0.286,0.286,16.564,2
1591718869.6207,0.304,0.283,16.507,2
1591718869.6606,0.291,0.393,12.59,2
1591718869.7025,0.293,0.364,18.216,2
1591718869.7433,0.302,0.304,16.311,2
1591718869.7842,0.282,0.285,13.357,2
1591718869.8211,0.294,0.295,14.796,2
1591718869.859,0.3,0.287,17.944,2
1591718869.9019,0.284,0.579,20.904,2
1591718869.9448,0.667,0.429,13.584,2
1591718869.9817,0.283,0.351,21.742,2
1591718870.0226,0.285,0.298,14.05,2
1591718870.0644,0.343,0.286,18.095,2
1591718870.0993,0.425,0.281,23.905,2
1591718870.1362,0.31,0.447,18.486,2
1591718870.1871,0.352,0.294,12.749,2
1591718870.24,0.284,0.298,17.028,2
1591718870.2829,0.287,0.332,21.443,2
1591718870.3227,0.292,1.601,19.091,2
1591718870.3776,0.795,0.525,23.199,2
1591718870.4275,0.716,0.673,12.68,2
1591718870.4813,0.29,0.286,14.203,2
1591718870.5282,0.45,0.3,19.666,2
1591718870.5771,0.3,0.319,16.687,2
1591718870.6259,0.296,0.315,13.35,2
1591718870.6738,0.352,0.285,15.33,2
1591718870.7177,0.302,0.683,18.716,2
1591718870.7646,0.42,0.295,18.729,2
1591718870.8025,0.36,0.343,21.744,2
1591718870.8424,0.415,0.285,11.815,2
1591718870.8842,1.091,0.3,14.963,2
1591718870.9222,0.296,0.33,12.852,2
1591718870.962,0.285,0.358,10.441,2
1591718871.0049,0.298,0.657,23.396,2
1591718871.0498,0.289,0.326,12.347,2
1591718871.0917,0.293,0.313,18.957,2
1591718871.1416,0.327,0.579,17.377,2
1591718871.1865,0.312,0.286,20.965,2
1591718871.2243,0.331,0.299,19.906,2
1591718871.2682,0.284,0.298,16.053,2
1591718871.3171,0.295,0.292,16.173,2
1591718871.36,0.283,0.295,13.724,2
1591718871.4009,0.289,0.392,10.772,2
1591718871.4418,0.286,0.307,14.49,2
1591718871.4797,0.28,0.306,14.586,2
1591718871.5196,0.293,0.289,17.29,2
1591718871.5585,0.286,0.439,17.69,2
1591718871.6013,0.623,0.284,28.93,2
1591718871.6423,1.292,0.292,27.468,2
1591718871.6861,0.283,0.353,16.033,2
1591718871.723,0.281,0.477,17.461,2
1591718871.7679,0.337,0.332,20.586,2
1591718871.8078,0.284,0.712,13.136,2
1591718871.8517,0.569,0.288,21.717,2
1591718871.8956,0.283,0.286,17.587,2
1591718871.9405,0.4,0.294,13.956,2
1591718871.9923,0.288,0.691,11.789,2
1591718872.0362,0.341,0.284,25.973,2
1591718872.082,0.453,0.421,22.199,2
1591718872.1189,0.342,0.355,15.603,2
1591718872.1629,0.529,0.451,15.689,2
1591718872.1998,0.357,0.319,12.21,2
1591718872.2377,0.494,0.293,13.578,2
1591718872.2766,0.385,0.289,12.068,2
1591718872.3134,0.291,0.306,15.379,2
1591718872.3553,0.336,0.313,15.521,2
1591718872.3992,0.292,0.311,22.418,2
1591718872.4442,0.781,0.291,25.224,2
1591718872.4921,0.303,0.292,16.457,2
1591718872.55,0.3,0.291,16.087,2
1591718872.5919,0.323,0.287,12.765,2
1591718872.6318,0.31,0.291,15.698,2
1591718872.6727,0.324,0.284,17.101,2
1591718872.7185,0.304,0.285,13.733,2
1591718872.7564,0.329,0.287,21.255,2
1591718872.8013,0.314,0.305,16.574,2
1591718872.8392,0.399,0.295,12.295,2
1591718872.8801,0.327,0.294,20.273,2
1591718872.921,0.394,0.295,22.921,2
1591718872.9579,0.383,0.285,18.155,2
1591718872.9988,0.284,0.29,16.684,2
1591718873.0357,0.285,0.29,17.233,2
1591718873.0736,0.314,0.299,19.413,2
1591718873.1113,0.349,0.298,15.231,2
1591718873.1542,0.396,0.306,25.263,2
1591718873.1903,0.361,0.745,18.745,2
1591718873.2332,0.314,0.428,10.26,2
1591718873.2701,0.314,0.299,14.248,2
1591718873.308,0.354,0.3,29.981,2
1591718873.3449,0.325,0.302,15.38,2
1591718873.3827,0.299,0.532,25.584,2
1591718873.4177,0.296,0.293,18.221,2
1591718873.4555,0.297,0.336,14.035,2
1591718873.4944,0.295,0.402,23.737,2
1591718873.5344,0.318,0.359,13.455,2
1591718873.5703,0.435,0.309,18.71,2
1591718873.6122,0.758,0.351,17.705,2
1591718873.65,0.317,0.373,19.287,2
1591718873.685,0.302,0.341,26.234,2
1591718873.7239,0.608,0.286,20.639,2
1591718873.7598,0.283,0.432,19.95,2
1591718873.8007,0.288,0.317,14.267,2
1591718873.8455,0.281,0.379,23.085,2
1591718873.8864,0.327,0.302,17.587,2
1591718873.9213,0.364,0.418,15.258,2
1591718873.9582,0.309,0.603,17.155,2
1591718873.9991,0.289,0.534,13.637,2
1591718874.042,0.393,0.307,12.139,2
1591718874.0809,0.29,0.298,14.956,2
1591718874.1158,0.332,0.35,13.663,2
1591718874.1567,1.274,0.309,17.092,2
1591718874.2056,0.294,0.281,15.84,2
1591718874.2445,0.299,0.312,16.113,2
1591718874.2844,0.286,0.301,10.727,2
1591718874.3273,0.317,0.291,15.683,2
1591718874.3741,0.313,0.292,15.985,2
1591718874.41,0.291,0.281,15.499,2
1591718874.4559,0.286,0.352,16.787,2
1591718874.4978,0.299,0.347,26.784,2
1591718874.5337,0.283,0.288,21.887,2
1591718874.5696,0.301,0.332,14.94,2
1591718874.6095,0.286,0.291,27.862,2
1591718874.6494,0.303,0.339,15.398,2
1591718874.6883,0.307,0.301,12.037,2
1591718874.7289,0.315,0.388,14.604,2
1591718874.7658,0.28,2.442,10.755,2
1591718874.8027,0.297,0.298,10.895,2
1591718874.8388,0.297,0.311,28.41,2
1591718874.8737,0.287,0.377,17.164,2
1591718874.9106,0.331,0.322,13.751,2
1591718874.9505,0.311,0.358,16.036,2
1591718874.9864,0.477,0.338,12.656,2
1591718875.0252,1.121,0.335,12.769,2
1591718875.0602,0.572,0.327,24.37,2
1591718875.1011,0.311,0.31,17.966,2
1591718875.138,0.322,0.294,9.717,2
1591718875.1788,0.306,0.287,24.526,2
1591718875.2148,0.286,0.364,9.664,2
1591718875.2577,0.293,0.293,16.464,2
1591718875.2926,0.306,1.222,16.088,2
1591718875.3335,0.306,0.325,24.547,2
1591718875.3694,0.289,0.373,15.012,2
1591718875.4053,0.3,0.399,20.696,2
1591718875.4392,0.282,1.487,11.335,2
1591718875.4761,0.287,0.53,10.965,2
1591718875.5119,0.28,0.286,20.551,2
1591718875.5469,0.964,0.296,21.175,2
1591718875.5888,0.651,0.299,14.759,2
1591718875.6247,0.836,0.287,13.863,2
1591718875.6646,0.657,0.286,22.947,2
1591718875.7015,1.168,0.291,13.003,2
1591718875.7364,0.281,0.758,8.8,2
1591718875.7723,0.29,0.312,19.912,2
1591718875.8152,0.299,0.287,9.398,2
1591718875.8561,0.288,0.607,17.744,2
1591718875.892,0.281,0.294,8.774,2
1591718875.9279,0.288,0.284,21.71,2
1591718875.9638,0.282,0.385,10.352,2
1591718876.0047,0.283,0.284,32.15,2
1591718876.0406,0.306,0.288,14.582,2
1591718876.0765,0.349,0.469,27.017,2
1591718876.1114,0.295,0.855,12.031,2
1591718876.1492,0.631,0.308,20.135,2
1591718876.1842,0.542,0.302,11.138,2
1591718876.2221,0.31,0.47,14.227,2
1591718876.258,0.453,0.441,12.979,2
1591718876.2939,0.314,0.307,14.27,2
1591718876.3288,0.288,0.287,27.893,2
1591718876.3717,0.282,0.47,8.969,2
1591718876.4126,0.446,0.282,15.504,2
1591718876.4476,0.439,0.309,15.005,2
1591718876.4835,0.291,0.68,23.193,2
1591718876.5193,0.401,0.55,13.274,2
1591718876.5543,0.284,0.326,19.976,2
1591718876.5912,0.555,0.476,13.496,2
1591718876.6281,0.308,1.019,12.344,2
1591718876.663,0.287,1.414,21.237,2
1591718876.6999,0.313,0.456,23.732,2
1591718876.7348,0.807,0.39,21.712,2
1591718876.7707,0.418,0.322,17.34,2
1591718876.8066,1.308,0.29,16.818,2
1591718876.8415,0.346,0.315,27.265,2
1591718876.8794,0.501,0.3,14.258,2
1591718876.9153,0.337,0.286,27.377,2
1591718876.9502,0.57,0.312,14.664,2
1591718876.9921,0.41,0.29,16.792,2
1591718877.029,0.342,0.295,12.771,2
1591718877.0699,0.348,0.288,19.514,2
1591718877.1058,0.318,0.424,18.875,2
1591718877.1439,0.286,0.284,23.103,2
1591718877.1798,0.325,0.532,16.71,2
1591718877.2157,0.29,0.372,16.901,2
1591718877.2536,0.288,0.283,12.048,2
1591718877.2915,0.291,0.375,10.748,2
1591718877.3364,0.284,0.296,23.265,2
1591718877.3743,0.285,0.321,12.47,2
1591718877.4132,0.283,0.329,16.039,2
1591718877.4521,0.315,0.318,14.45,2
1591718877.496,0.282,0.318,15.63,2
1591718877.5409,0.283,0.306,15.57,2
1591718877.5778,0.281,0.305,17.411,2
1591718877.6187,0.296,0.333,23.327,2
1591718877.6576,0.304,0.29,21.34,2
1591718877.7025,0.416,0.303,16.594,2
1591718877.7434,0.313,0.293,13.762,2
1591718877.7852,0.523,0.322,15.86,2
1591718877.8231,0.284,0.287,12.789,2
1591718877.864,0.328,0.285,13.577,2
1591718877.9029,0.293,0.293,18.176,2
1591718877.9448,0.296,0.286,25.142,2
1591718877.9907,0.326,0.284,11.243,2
1591718878.0366,0.324,0.289,13.803,2
1591718878.0854,0.302,0.286,13.973,2
1591718878.1214,0.295,0.294,15.274,2
1591718878.1562,0.324,0.292,10.739,2
1591718878.1981,0.435,0.297,26.544,2
1591718878.236,0.299,0.285,18.869,2
1591718878.2759,0.323,0.288,13.492,2
1591718878.3108,0.36,0.287,14.028,2
1591718878.3547,0.289,0.284,16.826,2
1591718878.3896,0.29,0.283,20.562,2
1591718878.4255,0.282,0.286,18.702,2
1591718878.4624,0.345,0.292,13.123,2
1591718878.4976,0.313,0.282,13.707,2
1591718878.5345,0.297,0.286,21.148,2
1591718878.5714,0.306,0.285,16.054,2
1591718878.6133,0.317,0.284,14.492,2
1591718878.6492,0.286,0.285,25.089,2
1591718878.6871,0.289,0.285,16.42,2
1591718878.727,0.357,0.535,10.303,2
1591718878.7629,0.309,0.299,13.653,2
1591718878.7989,0.343,0.349,22.747,2
1591718878.8338,0.284,0.341,16.6,2
1591718878.8687,0.444,0.322,19.99,2
1591718878.9046,0.335,0.407,17.2,2
1591718878.9395,0.29,0.298,12.007,2
1591718878.9744,0.282,0.416,13.049,2
1591718879.0114,0.281,0.606,10.721,2
1591718879.0463,0.288,0.747,11.571,2
1591718879.0812,0.298,0.285,14.635,2
1591718879.1171,0.313,0.341,13.655,2
1591718879.152,0.41,0.291,12.764,2
1591718879.1859,0.491,0.337,26.404,2
1591718879.2268,0.38,0.335,14.377,2
1591718879.2617,0.362,0.326,20.552,2
1591718879.3026,0.28,0.325,14.22,2
1591718879.3445,0.844,0.327,16.719,2
1591718879.3794,0.28,0.315,13.163,2
1591718879.4153,0.434,0.315,15.508,2
1591718879.4562,0.284,0.304,17.186,2
1591718879.4911,0.283,0.295,24.754,2
1591718879.526,0.288,0.285,15.97,2
1591718879.5689,0.285,0.286,12.136,2
1591718879.6038,0.287,0.284,17.297,2
1591718879.6387,0.296,0.284,17.298,2
1591718879.6756,0.306,0.287,12.598,2
1591718879.7105,0.315,0.286,17.366,2
1591718879.7504,0.301,0.287,12.548,2
1591718879.7863,0.319,0.283,11.278,2
1591718879.8272,0.297,0.289,20.223,2
1591718879.8631,0.32,0.29,14.136,2
1591718879.902,0.35,0.295,12.243,2
1591718879.9369,0.317,0.286,19.144,2
1591718879.9718,0.318,0.289,16.851,2
1591718880.0087,0.328,0.618,21.074,2
1591718880.0436,0.357,0.289,11.354,2
1591718880.0845,0.342,0.296,18.203,2
1591718880.1204,0.43,0.284,17.042,2
1591718880.1553,0.281,0.289,12.514,2
1591718880.1902,0.287,0.289,14.639,2
1591718880.2281,0.306,0.288,13.514,2
1591718880.269,0.283,0.465,8.759,2
1591718880.3039,0.285,0.353,25.811,2
1591718880.3398,0.307,0.341,13.957,2
1591718880.3777,0.291,0.295,16.662,2
1591718880.4126,0.306,0.285,13.013,2
1591718880.4495,0.285,0.288,23.451,2
1591718880.4904,0.293,1.245,14.328,2
1591718880.5293,0.288,0.816,24.731,2
1591718880.5672,0.312,0.399,24.105,2
1591718880.6041,0.291,0.387,14.303,2
1591718880.639,0.317,0.285,16.429,2
1591718880.6759,0.296,0.35,15.697,2
1591718880.7158,0.39,0.291,33.802,2
1591718880.7517,1.396,0.362,26.28,2
1591718880.7896,0.453,0.371,13.005,2
1591718880.8265,1.439,0.306,21.417,2
1591718880.8614,0.52,0.324,15.747,2
1591718880.8983,0.612,0.316,19.737,2
1591718880.9332,0.284,0.394,17.816,2
1591718880.9681,0.285,0.341,23.255,2
1591718881.005,0.305,0.328,22.091,2
1591718881.04,0.339,0.343,16.932,2
1591718881.0739,0.285,0.318,13.121,2
1591718881.1098,0.327,0.31,21.742,2
1591718881.1457,0.287,0.296,13.991,2
1591718881.1856,0.318,0.469,11.212,2
1591718881.2215,0.326,0.304,20.729,2
1591718881.2614,0.33,0.48,14.279,2
1591718881.4508,0.332,0.291,13.462,3
1591718881.4937,0.337,2.039,33.366,3
1591718881.5297,0.313,0.626,10.647,3
1591718881.5655,0.288,1.158,13.49,3
1591718881.6005,0.733,0.74,16.961,3
1591718881.6374,0.325,0.61,17.126,3
1591718881.6723,1.41,0.365,17.965,3
1591718881.7072,0.294,0.608,13.235,3
1591718881.7481,0.524,0.958,8.43,3
1591718881.788,0.333,0.285,15.392,3
1591718881.8239,0.31,0.332,12.85,3
1591718881.8618,0.301,0.613,15.701,3
1591718881.8967,0.901,0.338,13.559,3
1591718881.9356,1.367,0.304,18.014,3
1591718881.9774,0.562,0.303,17.915,3
1591718882.0183,0.332,0.406,12.784,3
1591718882.0592,0.425,0.321,15.815,3
1591718882.0952,0.556,0.356,9.93,3
1591718882.135,0.562,0.328,15.981,3
1591718882.1719,0.461,0.302,22.791,3
1591718882.2078,0.304,0.304,19.336,3
1591718882.2437,0.319,0.3,25.101,3
1591718882.2786,0.289,0.34,19.285,3
1591718882.3175,0.283,0.291,15.831,3
1591718882.3524,0.292,0.288,16.128,3
1591718882.3883,0.288,0.296,13.368,3
1591718882.4262,0.31,0.355,21.588,3
1591718882.4612,0.289,0.606,12.046,3
1591718882.4961,0.306,0.307,12.9,3
1591718882.54,0.305,0.301,12.366,3
1591718882.5749,0.299,0.325,14.786,3
1591718882.6117,0.296,0.401,10.401,3
1591718882.6516,0.494,0.357,14.107,3
1591718882.6866,0.31,0.504,10.811,3
1591718882.7274,0.296,0.68,11.585,3
1591718882.7633,0.317,0.93,16.758,3
1591718882.8042,0.297,1.163,10.39,3
1591718882.8401,0.313,0.299,16.767,3
1591718882.8771,1.123,0.3,12.43,3
1591718882.9119,0.693,0.306,17.189,3
1591718882.9469,1.004,0.332,17.883,3
1591718882.9897,0.365,0.403,20.075,3
1591718883.0306,0.762,0.354,25.151,3
1591718883.0666,0.305,0.382,17.536,3
1591718883.1024,0.287,0.344,25.804,3
1591718883.1394,0.41,0.31,12.465,3
1591718883.1763,0.293,0.48,10.371,3
1591718883.2132,0.357,0.846,10.955,3
1591718883.2481,0.327,0.672,10.005,3
1591718883.283,0.3,0.375,14.459,3
1591718883.3269,0.293,0.921,12.605,3
1591718883.3678,0.348,0.482,12.709,3
1591718883.4107,0.348,0.294,9.567,3
1591718883.447,0.284,0.553,12.807,3
1591718883.4819,0.381,0.282,12.444,3
1591718883.5168,0.336,0.325,15.919,3
1591718883.5566,0.286,0.867,17.579,3
1591718883.5965,0.299,0.308,16.487,3
1591718883.6324,2.703,0.353,13.527,3
1591718883.6683,0.765,0.285,17.306,3
1591718883.7043,0.849,0.373,19.235,3
1591718883.7382,0.528,0.298,21.681,3
1591718883.7741,0.331,0.356,19.517,3
1591718883.8096,0.291,0.312,23.783,3
1591718883.8445,0.286,0.307,15.893,3
1591718883.8814,0.295,0.295,15.342,3
1591718883.9164,0.379,0.315,16.09,3
1591718883.9562,0.391,0.606,11.9,3
1591718883.9922,0.385,0.493,10.975,3
1591718884.0271,0.31,0.382,13.171,3
1591718884.062,0.289,0.285,17.846,3
1591718884.1039,0.288,0.457,17.316,3
1591718884.1398,0.321,0.299,16.84,3
1591718884.1737,0.294,0.833,19.736,3
1591718884.2106,0.283,0.347,15.03,3
1591718884.2455,0.287,0.484,20.423,3
1591718884.2824,0.283,0.346,16.597,3
1591718884.3242,0.312,0.292,13.386,3
1591718884.3652,0.282,0.308,19.075,3
1591718884.413,1.028,0.3,16.986,3
1591718884.4499,0.292,0.331,26.71,3
1591718884.4878,0.468,0.355,18.705,3
1591718884.5227,0.54,0.324,18.486,3
1591718884.5656,0.286,0.33,16.586,3
1591718884.6035,0.292,0.294,16.1,3
1591718884.6434,0.566,0.298,25.78,3
1591718884.6813,0.286,0.559,13.501,3
1591718884.7252,0.314,0.29,15.457,3
1591718884.7671,0.291,0.351,16.116,3
1591718884.811,0.32,0.302,18.461,3
1591718884.8519,0.301,0.565,10.219,3
1591718884.8858,0.311,0.393,16.852,3
1591718884.9227,0.284,0.285,16.273,3
1591718884.9578,0.313,0.293,26.846,3
1591718884.9987,0.295,0.303,16.824,3
1591718885.0347,0.355,0.284,22.843,3
1591718885.0696,1.886,0.35,24.331,3
1591718885.1045,0.318,0.295,24.87,3
1591718885.1414,0.296,0.292,19.872,3
1591718885.1764,0.286,0.327,19.735,3
1591718885.2113,0.303,0.621,11.531,3
1591718885.2472,0.323,0.634,16.415,3
1591718885.2831,0.288,0.395,15.201,3
1591718885.324,0.617,0.311,14.691,3
1591718885.3609,0.288,0.378,14.762,3
1591718885.3958,0.299,0.841,13.15,3
1591718885.4317,0.292,0.295,16.502,3
1591718885.4686,0.291,0.423,20.355,3
1591718885.5095,0.357,0.284,10.72,3
1591718885.5454,0.323,0.3,15.594,3
1591718885.5913,0.287,0.284,16.545,3
1591718885.6272,1.035,0.283,15.257,3
1591718885.6621,0.288,0.518,14.983,3
1591718885.704,0.915,0.291,21.493,3
1591718885.7389,0.296,0.3,17.47,3
1591718885.7798,0.294,0.286,19.056,3
1591718885.8227,0.287,0.305,25.133,3
1591718885.8576,0.282,0.312,14.279,3
1591718885.8935,0.284,0.297,15.377,3
1591718885.9354,0.287,0.289,13.221,3
1591718885.9752,0.288,0.29,12.521,3
1591718886.0162,0.282,0.302,14.517,3
1591718886.0521,0.282,0.296,13.514,3
1591718886.093,0.654,0.287,13.503,3
1591718886.1289,0.358,0.29,24.259,3
1591718886.1658,0.304,0.289,18.972,3
1591718886.2007,0.331,0.282,30.259,3
1591718886.2366,0.308,0.283,13.728,3
1591718886.2725,0.289,0.281,15.178,3
1591718886.3074,0.288,0.282,19.524,3
1591718886.3423,0.357,0.29,20.919,3
1591718886.3782,0.333,0.286,13.244,3
1591718886.4131,0.317,0.285,16.676,3
1591718886.457,0.303,0.281,11.828,3
1591718886.4939,0.305,0.284,16.444,3
1591718886.5288,0.299,0.284,13.293,3
1591718886.5687,0.296,0.281,13.27,3
1591718886.6046,0.284,0.283,14.89,3
1591718886.6395,0.319,0.285,15.719,3
1591718886.6744,0.301,0.28,11.204,3
1591718886.7103,0.305,0.28,12.557,3
1591718886.7452,0.287,0.28,16.758,3
1591718886.7851,0.285,0.286,15.84,3
1591718886.823,0.305,0.282,13.528,3
1591718886.8577,0.301,0.281,25.261,3
1591718886.8933,0.289,0.288,13.397,3
1591718886.9312,0.288,0.283,13.745,3
1591718886.9661,0.286,0.302,19.063,3
1591718887.001,0.312,0.281,11.417,3
1591718887.0379,0.305,0.297,15.153,3
1591718887.0788,0.299,0.339,20.332,3
1591718887.1137,0.283,0.368,15.573,3
1591718887.1506,0.282,0.855,14.423,3
1591718887.1855,0.286,0.367,19.442,3
1591718887.2205,0.283,1.189,15.582,3
1591718887.2574,0.313,0.348,16.101,3
1591718887.2983,0.324,0.296,12.306,3
1591718887.3332,0.313,0.282,15.393,3
1591718887.3761,0.302,0.292,17.383,3
1591718887.411,0.572,0.385,11.5,3
1591718887.4459,0.766,0.286,16.325,3
1591718887.4878,0.842,0.295,13.08,3
1591718887.5277,0.46,0.287,16.676,3
1591718887.5626,0.303,0.289,15.57,3
1591718887.6015,0.292,0.306,14.552,3
1591718887.6364,0.291,0.287,10.981,3
1591718887.6763,0.313,0.37,21.429,3
1591718887.7183,0.288,0.868,13.914,3
1591718887.7532,0.284,0.338,16.09,3
1591718887.7932,0.286,0.344,17.146,3
1591718887.8311,0.306,0.332,22.94,3
1591718887.8721,0.297,0.691,12.346,3
1591718887.907,0.398,0.3,25.814,3
1591718887.9439,0.754,0.511,16.66,3
1591718887.9828,0.385,0.283,18.672,3
1591718888.0177,0.371,0.317,16.944,3
1591718888.0566,0.305,0.314,11.753,3
1591718888.0915,0.281,0.321,12.045,3
1591718888.1274,0.281,0.303,15.691,3
1591718888.1693,0.284,0.331,14.013,3
1591718888.2062,0.294,0.319,16.397,3
1591718888.2411,0.283,0.298,15.575,3
1591718888.283,0.433,0.309,15.886,3
1591718888.3189,0.306,0.301,15.899,3
1591718888.3538,0.287,0.291,20.607,3
1591718888.3907,0.282,0.286,12.158,3
1591718888.4256,0.289,0.284,13.735,3
1591718888.4595,0.306,0.302,14.025,3
1591718888.5024,0.294,0.381,10.858,3
1591718888.5393,0.287,0.29,16.258,3
1591718888.5752,0.29,0.301,14.002,3
1591718888.6111,0.29,0.29,11.826,3
1591718888.646,0.302,0.823,10.651,3
1591718888.6869,0.323,0.282,13.6,3
1591718888.7288,0.287,0.284,25.09,3
1591718888.7687,0.289,0.283,12.853,3
1591718888.8066,0.287,0.296,16.326,3
1591718888.8495,0.41,0.308,21.289,3
1591718888.8844,0.284,0.303,17.158,3
1591718888.9193,0.303,0.293,19.045,3
1591718888.9562,0.295,0.302,17.6,3
1591718888.9971,0.284,0.296,13.895,3
1591718889.0321,0.34,0.289,17.295,3
1591718889.068,0.285,0.288,13.916,3
1591718889.1029,0.283,0.288,21.83,3
1591718889.1378,0.518,0.285,14.645,3
1591718889.1747,0.283,0.285,23.432,3
1591718889.2096,0.295,0.281,16.287,3
